instance_id,user_id,original email,revised email,gender,race,age,occupation,education
1295,47.0,"dude, serious?  Portland...portland is sooooooooo lame....i can't help it if my parents decided to come off the boat here instead of some place in southern  CA...no i can't move back because i need family support...help me plan my next huge vacation...before law school....not too expensive but fun and relaxing...have any ideas?
lg","I'm not enjoying Portland. It wasn't even my choice to live here, I'd much prefer somewhere in southern California. I can't move back though because I need my family's support.
I would like to go on a big vacation before I go to law school, nothing too expensive but fun and relaxing, do you think you can assist me?

LG",Woman,White,,Employed,High school diploma or equivalent
367,47.0,"poor baby, im am taking off, i hope you feel better and i will see you on monday",I'm sorry you're not feeling well and I hope you get better soon. I am leaving so I will see you on Monday.,Woman,White,,Employed,High school diploma or equivalent
471,47.0,"Tana:
The only CP on the metals list that is authorized to trade US power is Kaiser 
Aluminum & Chemical Corporation.
Leslie","Tana,

The only CP on the metals list that is authorized to trade US power is Kaiser Aluminium and Chemical Corporation.

Leslie",Woman,White,,Employed,High school diploma or equivalent
527,47.0,"Jason-
Guess who is engaged now?  (Hint:  Not me)
Tamara","Jason

Guess who is engaged? I'll give you a hint, it's not me.

Tamara",Woman,White,,Employed,High school diploma or equivalent
1483,47.0,"Holy cow.  Have you ever seen anything like this?
Lisa","Wow, have you ever seen anything like this?

Lisa",Woman,White,,Employed,High school diploma or equivalent
1388,48.0,"Yank, yank, yank.  Loretta's tubing Davis as we write.  Chill, dude.","Please give Davis a break right now, Loretta is already giving him enough grief. ",Man,White,,Employed,High school diploma or equivalent
56,48.0,"Please find attached the Global Markets Monitor for the week ending 20 July 2001.
 
Thank you,
Maureen Raymond-Castaneda
and Gwyn Koepke","I've attached the Global Markets Monitor for the week of July 20th 2001 for you. 

Thank you for time,
Maureen Raymond-Castaneda
and Gwyn Koepke",Man,White,,Employed,High school diploma or equivalent
1191,48.0,are you guys going on a date or something,I was curious if you two were dating romantically or not. ,Man,White,,Employed,High school diploma or equivalent
224,48.0,"I wouldn't stick around for someone that thinks U of O football is more 
important than getting married.  So, we should hang out sometime soon or 
something.  Boy do I have a ton of shit to tell you about.","We should get together some time after work and trade stories, I have a lot to tell you. ",Man,White,,Employed,High school diploma or equivalent
644,48.0,"just thought I would pass this on.  The reporting team has been swamped the 
past few weeks with requests...
Sheri","The reporting team has been backed up for the past few weeks, just wanted to let you know why they may be slow right now.

-Sheri ",Man,White,,Employed,High school diploma or equivalent
916,48.0,"AWADmail Issue 16
                             October 15, 2000
                 A Compendium of Feedback on the Words in AWAD and
                Other Interesting Tidbits about Words and Languages","Here is the latest AWADmail 
#16 - A Compendium of Feedback on the Words in AWAD and
Other Interesting Tidbits about Words and Languages
October 15, 2000

We hope you enjoy!
",Man,White,,Employed,High school diploma or equivalent
388,48.0,"I told Gabriel about your hairdryer story.  He was appropriately disgusted.  
I'm writing procedures for what I do...ya wanna come help me?","Unfortunately Gabriel was not entertained by your hairdryer story. 
I'm working on writing down my procedures could you spare some time to help me?",Man,White,,Employed,High school diploma or equivalent
806,48.0,"plove only knows the skanks over at the pink pussycat, so that is an option.  
the girls are not that bad if we bring some clearisil for the blemishes and a 
couple of cases of beer.",Patrick knows a lot of the dancers at the Pink Pussycat we can invite over for some entertainment. Remember to bring some drinks! ,Man,White,,Employed,High school diploma or equivalent
200,48.0,"I don't think there would be any problem with the ECS selling the gas to a third party.  They are currently selling the gas to ENA.  I am not sure how the proceeds from the sale will be handled once ECS recieves them, since ECS is not bankrupt.  I will see if I can find anything out about that.  Eric, you might want to check with Ed and see if he has any insight.","I'm not sure if there would be any problem with the ECS selling the gas to a third party. They are currently selling the gas to ENA but I don't actually know what they do with the proceeds. Eric, you ask for Ed's opinion and I'll see what I can uncover for you after some research.",Man,White,,Employed,High school diploma or equivalent
828,48.0,"Here is the matrix for you to expiriment with.
Be careful not to change the formula cells.  I would not save changes that 
way you make sure not to kill referenced cells and such.
Smith","I've attached the matrix for you to experiment with but please be careful if you want to make any edits, there are a lot of referenced cells and it's easy to break the formulas on the sheet. 

-Smith ",Man,White,,Employed,High school diploma or equivalent
427,49.0,what are you doing with the boys during book club?,Who will take care of the boys during book club?,Man,White,,Employed,College degree
481,49.0,"attached is the month end close document for Gas Settlements:
 
the first mass draft run is tomorrow, Nov 15 for ENA Sales/Supply at 7.00pm.
Michael Cuccia will be monitoring the mass drafts for this month end.
thanks,
Anwar","Attached is the month end close document for Gas Settlements.

The first mass draft run is tomorrow, Nov 15 for ENA Sales/Supply at 7:00 PM. Michael Cuccia will be monitoring the mass drafts for this month end.

Thanks,
Anwar",Man,White,,Employed,College degree
477,49.0,Johan:  As promised. I'll have Bolivia later today.  Keith,"Johan:

As promised, I'll have Bolivia later today.

Thanks,

Keith",Man,White,,Employed,College degree
866,49.0,"I saw this too.  Is this just more stumping by ""concerned"" politicians in a congressional election year ( I can't remember what party Brady is with).  Is it going to be a meaningful meeting or just an ""open mic"" bitch session.  I'd pass and read the results in the paper (media is invited) or the web site.","I saw this also. Is this more ""concerned"" politicians stumping in an election year. I don't remember what part Brady is with. Is it going to be a meaningful meeting or just a waste of all of our time? I'd pass and read the results int he paper or the web site. After all, the media is invited.",Man,White,,Employed,College degree
1286,49.0,"Guys need your guidance asap! I'm leaning toward showing list informally but saying we don't think they can act on it given that we have to sever these guys regardless.
David","Guys, need a little help on this one. I'm leaning toward showing the list informally, but saying we don't think they can act on it given that we have to sever these guys regardless.
Thanks,
David",Man,White,,Employed,College degree
1497,49.0,"jackasses,
 
this is a reminder that there is a THursday night  game.
set your damn lineups.","All,
This is a reminder that we have a Thursday night game.
Get your lineups set as soon as possible.
Thanks.",Man,White,,Employed,College degree
383,49.0,"FYI, one of my guys got a call from one of your band of merry men concerning 
selling the 7EAs.
Kay","Just letting you know that one of my guys got a call from one of you band of merry men concerning selling the 7EAs.

Thanks,
Kay",Man,White,,Employed,College degree
476,49.0,"i heard your nickname in highschool was the ""virgin surgeon""",I heard you had a nickname in high school. Care to share?,Man,White,,Employed,College degree
213,49.0,The world is short and covering. PIRA today issued bullish comments. don't know whee we go from here. Vol got bid up in winter huge today.,The world is short and covering. PIRA today was bullish. Don't know where we go from here. Vol got bid up in winter. Big deal today.,Man,White,,Employed,College degree
1259,49.0,"This is to confirm the above mentioned meeting has been scheduled for Thursday, March 1 from 1pm - 1:30pm.  The meeting will be held in John Lavorato's office.  
If you have any questions, please call me at  x58113.
Thanks.","This is to confirm the above mentioned meeting has been scheduled for Thursday, March 1 from 1pm - 1:30pm. The meeting will be held in John Lavorato's office.
If you have any questions, please call me at x58113.
Thanks.",Man,White,,Employed,College degree
1008,50.0,"We are delayed got another 30 mins on the runway.
I hear tim has huge problems.",I'm sorry to say that we have been delayed on the runway for another half hour. I have heard that Tim has some major problems.,Woman,White,,Retired,High school diploma or equivalent
1148,50.0,i am gonna bring it b/c i have the heart of a lion,I'm going to be on my A-game since I am very determined.,Woman,White,,Retired,High school diploma or equivalent
1433,50.0,"What is the lowest amount on the stocks you have and how many?
heart
me",How many stocks do you have available and what is the cost? Please reply.,Woman,White,,Retired,High school diploma or equivalent
1175,50.0,no way! you look MUCH better than that!,"You look very nice. In fact, I think you might look even better in person than in the photo.",Woman,White,,Retired,High school diploma or equivalent
284,50.0,"Seriously, you better fucking call me.  Mark's away and I'm lonely.",Please call me as soon as possible. Mark is away and I could use some company.,Woman,White,,Retired,High school diploma or equivalent
78,50.0,"I am OK with the matrix.  Please also note that any GTC with a term of 9 months or longer should be signed by Enron and Counterparties.  
Nelson,  are you OK with using a GTC Spot for one-day deals?","The Matrix is fine with me. Please note that any GTC with a term of 9 months or longer should be signed by Enron and counterparties. Nelson, will using a GTC spot for one-day deals be acceptable for you?",Woman,White,,Retired,High school diploma or equivalent
316,50.0,"As Jay Brown says ""shit I don't even have any money to eat""",Jay Brown has stated that he doesn't have money to buy food.,Woman,White,,Retired,High school diploma or equivalent
1081,50.0,"YOU WILL FIND A NEW SCHEDULE POSTED WITH CHANGES AS THEY RELATE TO OUR GROUP.
IF YOU HAVE ANY CONFLICTS THEN PLEASE TRADE WITH SOMEONE ELSE.
BERT","A new schedule has been posted with changes that relate to our group. 
Please contact a coworker to see if they can trade shifts with you if you have any conflicts with the scheduling.",Woman,White,,Retired,High school diploma or equivalent
775,50.0,"Attached please find the referenced lists.  I am not sending the list for 
4/5/00 because all of the counterparties on that list were Credit declines.  
I have responded for Australia Legal on the 4/7/00 list.  Remember, no credit 
derivatives approved unless specifically indicated (which none are).",Please find the referenced lists attached. I did not send the list for 4/5/00 since all the counterparties on that list were credit declines. I have responded for Australia Legal on the 4/7/00 list. Please remember that the credit derivatives that are not specifically indicated cannot be approved.,Woman,White,,Retired,High school diploma or equivalent
577,50.0,Please notify John Franks of the Artesia team if you need to flow gas at NGPL Eddy Co.,"Please notify John Franks of the Artesia team if you need to fill up with gas at NGPL Eddy Co.



(I wasn't sure what this email was trying to say!!)",Woman,White,,Retired,High school diploma or equivalent
993,51.0,"J, you are too funny!  I am always entertained by the wonderful way in which you express yourself in these emails.  You make me laugh.  ILY, HA!  K.","J, you are too funny! I am always entertained by the wonderful way in which you express yourself through email. You make me laugh.

Have a great day,

K",Woman,White,,Self-employed,College degree
883,51.0,just for that - you have to go get a beer with me. asshole.,Just for that - you owe me a beer!,Woman,White,,Self-employed,College degree
2,51.0,"Now what location of Vickie's secret are you talking about?  And give me an example of midday, evening or morning stuff?  You just lost me!",Which location are you speaking of? I am a little lost. Can you give me an example?,Woman,White,,Self-employed,College degree
1132,51.0,"that sister comment was gross.  i didn't have a good day yesterday, but you 
can come over again tonight and try to give me some good luck for tomorrow.  
i am net up for the two times you have stayed over so i think we should keep 
it up.  did you watch your favorite show last night?","That sister comment was gross. I had a bad day yesterday, maybe if you come over again tonight you can give me some good luck for tomorrow. I think we should keep it up! Did you watch your favorite show last night again?",Woman,White,,Self-employed,College degree
402,51.0,"Today is options expiration, so this afternoon might be a little busy, I will attend just as soon as it slows down.  Thanks.
John","Today is options expiration, so this afternoon might be a little busy. I will attend as soon as it slows down. 

Thanks,

John",Woman,White,,Self-employed,College degree
1436,51.0,"I guess this is ok if you are. Is this a standard language. If R.  Hannigrif is fine with it, then I will be good. I will be in the office tomorrow.  
See you then 
Ds","If you and R. Hannigrif are okay with it, that sounds great to me. 

See you in the office tomorrow,

Ds",Woman,White,,Self-employed,College degree
1349,51.0,"you cant lose 30 points from the last time you took it.  you have to be 
honest. you are just lying to yourself","You are not able to lose 30 points from the last time that you took it. Don´t underestimate yourself, you got this!",Woman,White,,Self-employed,College degree
75,51.0,"that's hysterical. i remember those glasses. which deal was that?
miyako at 12:00. i'll be the one looking like i am looking for someone!
(actually i have fairly long brown hair and brown eyes...about 5'7""). have a
good weekend. m","That is so funny! I remember those glasses, what was the deal with that?

See you at Miyako at noon, have a great weekend,

M",Woman,White,,Self-employed,College degree
846,51.0,"Please ensure you review the attached e-mail (most of you were on the origi=
nal e-mail).  We will be discussing this at our weekly origination meeting =
and I will be setting a meeting with Iris to walk us through closed transac=
tions YTD and specific structures.  Let's bring some specific ideas to the =
meeting.
Thanx,
Laura","While most of you were on the original email, please note the attached email. We will be discussing this at our weekly meeting. 

I will be setting a meeting with Iris to walk us through closed transactions YTD and specific structures. 

Please bring any ideas that you may have with you.

Thanks,

Laura",Woman,White,,Self-employed,College degree
176,51.0,"I will not accept Amerex having the ability to execute over the phone.  Take this out of the deal or kill the deal.
John","I unfortunately cannot accept Amerex having full power over the phone. If we are unable to resolve this issue, I am unable to move forward with this deal.

Thank you,

John",Woman,White,,Self-employed,College degree
553,,"I KNEW this would happen.  We have an Internet 101 class here at work
that I'm going to have to sign Eric up for.  Eric, maybe you'll have to
get ahold of our little Cozumel travel planner . . . what was his name??
You idiot.  Maybe we had better let Jen do it.
>","We have an Internet 101 class here at work that I think would be very beneficial for Eric. With that being said, Eric could you please get ahold of our Cozumel travel partner? If you don't remember his name then we can hand this task over to Jen.",,,,,
62,,"Susan:
Here are the questions.  I am sending a rather large fax after this.  Please 
give me a call if you have any questions.
Ben","Goodafternoon Susan, I have attached the questions below. You will also be recieving a fairly large fax soon. Please give me a call if you have any questions. 
Best regards- Ben",,,,,
1459,,"Don't leave me hanging!!!  What are you thinking?  Any TW discussion?  I always hold our conversations in strict confidence.
Talk to me..............................................","Hey! This is just a follow up from our recent conversation. I would love to hear your thoughts or any other ideas you care to discuss. Rest assured, our conversations are always held in strict confidence.",,,,,
400,,"Vince, FYI on Nebraska , this note I recently sent to Maureen.","Good afternoon Vince, hope all is well. This is just a reminder that I will be in Nebraska. I also sent a reminder to Maureen.",,,,,
1101,52.0,"WE CUT THE FOLLOWING SCHEDULES RT. HE 13 EPMI_CISO_SPP 40 MW EXPORT AT SUMMIT. ALSO EPMI_CISO_TOBY FOR THE SAME HOUR GOT CUT FROM 25 TO O AT NOB.
I COULD NOT FIND THE VOLUME MGMT EMAIL ADDRESS SO I AM ONLY SENDING IT TO YOU.
GEIR","Hello
We cut the following schedule 
RT. HE 13 EPMI_CISO_SPP 40 MW export at summit. 
Also the EPMI_CISO_TOBY for the same hour got cut from 25 to 0 at NOB. 
I could not find the volume management email address so I can only send it to you. 
Thank you.
Geir",Woman,Asian,,Employed,Graduate degree
1263,52.0,"Chet...is that a proper RSVP? Can't make hide nor hair outta that. Are you IN? or not? C'mon dude, make it happen...",Chet...did you RSVP? It was not clear if you did or didn't. Let me know...,Woman,Asian,,Employed,Graduate degree
909,52.0,"Sorry you can't come because you're feeling bad Richard.  Of course, if the
real reason is that you dodging the bike ride, I will mock you for all
eternity.  ;)",Sorry Richard that you are not feeling well and can't come on the bike ride. You will be missed. ,Woman,Asian,,Employed,Graduate degree
645,52.0,"Hi Richard,
When you have 5 minutes I can bring you up-to-speed on the Westinghouse 
dispute.
Kay","Hi Richard, 
When you have time, I would like to update you on the Westinghouse dispute. 
Thanks.
Kay",Woman,Asian,,Employed,Graduate degree
551,52.0,Would you please stop wetting your cube and blaming it on me!,I do not appreciate being blamed every time you wet your cube.,Woman,Asian,,Employed,Graduate degree
159,52.0,"Louis, I, for now, have requested wholesale basis positions(price equivalent) be keep out of the price report. Further I have requested a seperate basis report that will show similiar information contained in the price report. I would like to look at basis correlations before including them in fixed price.","Louis,
I would like to request that the wholesale basis positions(price equivalent) be kept out of the price report, at least for now. 
Also, could I possibly have a  seperate basis report that shows similiar information contained in the price report? I would like to look at basis correlations before including them in fixed price.
Thank you. ",Woman,Asian,,Employed,Graduate degree
338,52.0,"According to Bilas' advisor Halligan, Bilas did not cut a deal with any
other Commissioners before choosing this alternative!  She claims three of
the others did not have any idea what was going to be proposed.  She claims
he will begin meeting with parties next week and would be open to
information showing that they misinterpreted the PG&E citygate pricing data.
Mike Day","According to Bilas' advisor Halligan, Bilas did not cut a deal with any
other Commissioners and give them a heads up on what was going to be proposed. She says he will meet with parties next week and be receptive to any information showing that they misinterpreted the PG&E citygate pricing data.
Mike Day",Woman,Asian,,Employed,Graduate degree
841,52.0,"Yes, I'm taking off tomorrow.  Wish you could too.  I'm planning on taking Chad to the Zoo.","Yes, I'll be off tomorrow and planning to take Chad to the Zoo. Wish you could be there too. ",Woman,Asian,,Employed,Graduate degree
1425,52.0,"Will we be in a position to review our associate and analyst positions this weekend to determine if we can offer a job to Zach McCarroll as an analyst on the desk or in fundies?  Call me at the house, 713-528-1141.
 
Thanks,
Mike Grigsby","Do you have time this weekend to review our associate and analyst positions. Specifically, presenting a job offer to Zach McCarroll for analyst and whether he would be better fit on the desk or in fundies? Please call me at the house, 713-528-1141.

Thanks,
Mike Grigsby",Woman,Asian,,Employed,Graduate degree
105,52.0,"1) It's Grease.
2) It's 'NSYNC, and I am insulted by your inaccurate spelling of this legendary band's name","Hi!
It's 1) Grease and 2) 'NSYNC. I am insulted that you don't know how to spell the name of this legendary band!",Woman,Asian,,Employed,Graduate degree
267,53.0,"I can't wait to see your shiner!!
 
I'm making some progress with Steve Dickerson's invoices.  I told Danny that Steve's November invoice was passed and paid but that his December invoice was outstanding.  Also, I told Danny that I'm going to make sure that Steve gets full payment for December.  I can't locate the original invoice (apparently Julie gave it to Danny and it has since disappearred).  I'm going to process the one you provided - - - I just don't know how to do the processing.  HELP!","I can't wait to see your shiner!

I'm making some progress with Steve Dickerson's invoices. I told Danny that Steve's November invoice was passed and paid but that his December invoice was outstanding. I also told Danny that I'm going to make sure that Steve gets full payment for December. I can't locate the original invoice. Apparently Julie gave it to Danny, but he no longer has it. I'd like to process the one you provided, but I haven't been trained on invoice processing. Would you be able to provide some guidance?",Non-binary,White,,Employed,Graduate degree
1074,53.0,this video is so funny.  these two guys are a couple of dumb asses.,This video is so funny. These two guys are hilarious.,Non-binary,White,,Employed,Graduate degree
353,53.0,"Jeff,
Sorry I've been hard to get a hold of... we held a workshop today to talk 
about our proposed Transport Options program.  I found a copy of what I'd 
sent to you before.  I'll stand behind these numbers today as representing 
the dollar value of the risk Transwestern faced in the proceeding.  What's 
not clear from my original note is that these cost impacts were annual, and 
such impacts would continue year to year thereafter until 
conditions/circumstances changed.  I hope this is useful.","Hi Jeff,
I apologize for the delayed response. We held a workshop today to talk
about our proposed Transport Options program, and it occupied a lot my time. I've attached an additional copy of what I'd sent to you before. I'll stand behind these numbers today as representing the dollar value of the risk Transwestern faced in the proceeding. What's not clear from my original note is that these cost impacts were annual, and such impacts would continue year to year thereafter until conditions/circumstances changed. Please let me know if you have any other questions, or if there's anything else in the document that I can help clarify.",Non-binary,White,,Employed,Graduate degree
1024,53.0,"The question that was being posed was what our re-marketing provisions were and not whether the schedule exists.  So the issue has been cleared up.
hopefully!
ds","I believe the issue in question that was what our re-marketing provisions were. If you'd like further clarification about the schedule, please let me know.

Thank you,
DS",Non-binary,White,,Employed,Graduate degree
935,53.0,"I am attaching a list of the current all EES Bonds (which includes all bonds for EES subsidiaries) as of 12-06-01 for your 
	records.
		 
	You already have the list of the EES bonds we have received cancellation notices on todate."," I am attaching a list of the current all EES Bonds (which includes all bonds for EES subsidiaries) as of 12-06-01 for your records.

You should already have the list of the EES bonds we have received cancellation notices on to date. Let me know if you'd like an additional copy of that list as well.",Non-binary,White,,Employed,Graduate degree
990,53.0,"so are you now an analyst - investment banker?  is your pay better?  are you 
going to work 90 hours a week?",So are you an analyst - investment banker now? What are the benefits like? How about the work-life balance?,Non-binary,White,,Employed,Graduate degree
652,53.0,"I would like to take the opportunity to let you know I have resigned today.
I wish you all the best in your carreer and in life.
Regards
Rodrigo Lamas","I would like to take the opportunity to let you know that I have resigned and will be leaving today.
I've enjoyed our time working together, and I wish you all the best in your career and in life.
Regards,
Rodrigo Lamas ",Non-binary,White,,Employed,Graduate degree
444,53.0,"Susanne,  Attached is a redlined agreement with the revision to Section 8.3 we discussed.  If acceptable, I will prepare two executables for routing.  Thanks for your help.","Hi Susanne, 

I've attached a redlined agreement with the revision to Section 8.3 we discussed. Once I have your approval, I will prepare two executables for routing. 

Thanks for your help!",Non-binary,White,,Employed,Graduate degree
121,53.0,"i got your message last night this morning.  i was already asleep when you 
called.  did you go out last night?  i thought you were drinking and dialing 
me.  just kidding.  i will pick you up at 8:30 tonight.",I'm sorry I missed your message last night. I was already asleep when you called. I will pick you up at 8:30 tonight.,Non-binary,White,,Employed,Graduate degree
611,53.0,"Cara,
I agree that we should reduce the number of ""names"" from a global standpoint now while we can.  
The routing portion of the workspace seems to work well, I agree, but the major issues lie with the confirmation side of it.
On another note, it seems I am duplicating work here.  ie: I am using buildroute, transferring to excel (to get the font/colors, etc) then back to the workspace.
We'll see...I'll hit it again next week.
Thanks for all your ""documented"" input...it sure helps.
CB","Hi Cara,
I agree that we should reduce the number of ""names"" from a global standpoint now while we can.
The routing portion of the workspace seems to work well, I agree, but the major issues lie with the confirmation side of it.
On another note, it seems I am duplicating work here. ie: I am using build route, transferring to excel (to get the font/colors, etc) then back to the workspace.
We'll see... I'll hit it again next week.
Thanks for all your ""documented"" input... It sure helps.
CB",Non-binary,White,,Employed,Graduate degree
1268,54.0,"heard you had a really good story about a five year old louisiana boy that likes to bite adults.  What the hell are you guys teaching the kids over there?
PL","are they really teaching about a 5-year-old boy that like to bite adult?
PL",Woman,White,,Employed,College degree
1070,54.0,Don't tell me - did you tell his nibs - it's his issue, Did you tell his nibs that it is his issue?,Woman,White,,Employed,College degree
1457,54.0,"Karen - RE the Q below -  
	Will I still receive severance if the company files bankruptcy?
Draft Answer - It is unlikely that severance payments would be continued.   Current or former employees of a bankrupt entity are generally considered as unsecured creditors, in line with other unsecured creditors.  Employee claims will generally be represented through a court designated trustee.","Here is the answer to the question:
 It unlikely that severance payments would be continued. Current or former employees of a bankrupt entity are generally considered as unsecured creditors.",Woman,White,,Employed,College degree
1171,54.0,"TJ,=20
CAN YOU TELL ME HOW MANY DAYS/HOURS I HAVE REMAINING?
J KING","Hi TJ
Can you please let me know how many days and hours I have remaining?
Thanks
J King",Woman,White,,Employed,College degree
419,54.0,"no, i am such a loser.  i studied. 
did you go out?  if so, was it fun? 
i'm ready to do something tonight though.  
are ya'll doing anything?","I studied and still did not do good.
I'm ready to do something tonight though.
Are you guys doing anything?
Did you already go out tonight if you did was it fun?",Woman,White,,Employed,College degree
965,54.0,"Please advise of any revisons to the group calendar.
tm","please let me know any changes to the group calendar.
TM",Woman,White,,Employed,College degree
5,54.0,"I'm at my new desk on the 4th floor.  I'm here, my computer is here, but it looks like my phone has not been activated.  So I don't know when I'll be able to call and aggravate you.  Email aggravations just aren't the same.
Please try to think of some of our old conversations, especially those where you would look up and to the left uttering ""oh my GOD!"".","I'm at my new desk on the 4th floor. my computer is here, but it looks like my phone has not been activated. So, I don't know when I'll be able to call you. Until my phone is activated my correspondence can only be email",Woman,White,,Employed,College degree
1475,54.0,"You name the time and the place and I will do my very best to be there.  I am available from 12:00-2:00.  I miss you, too.  I have been thinking about you all morning. I love you.",i have been thinking about you all morning. Would you like lunch today. Please pick a place to eat and we can meet at 12. ,Woman,White,,Employed,College degree
1385,54.0,"I thought these were taken care of long ago. I think they relate to Neal's 
work for EES on the chilled water project for Enron Field. Let me know.",  I think they are relating to Neal's work for EES on the chilled water project for Enron Field. I thought it was taken care of. Please let me know.,Woman,White,,Employed,College degree
1059,54.0,"Lauren, 
Please help with who the appropriate person is to complete and submit w-8 
forms for ENRON INDIA GDR HOLDINGS LTD.
Thanks. Sheila","Lauren,
Please help with the person who is responsible to complete and submit w-8 forms for ENRON INDIA GDR HOLDINGS LTD.
Thanks. 
Shelia",Woman,White,,Employed,College degree
35,55.0,"Jeff:. In Kansas City today closing a deal with Missouri Gas. Hope you had a good weekend.  Was wondering if you and Natalie conneted?  Be back tomorrow and maybe we can visit.
Best,
MAG","Hi Jeff, 

I hope this email finds you well. I am in Kansas City today closing the deal with Missouri Gas. I was wondering if you and Natalie got connected. I'll be back in the office tomorrow if you want to chat!

Best, 
MAG",Woman,White,,Student,Graduate degree
713,55.0,"Please e-mail me your network user id and password today.  Also, notify me if there is anything particular to your configuration that I should know about.  I will be coming in on Sunday to ensure that our programs and hardware are running correctly after the move.  
Thanks.","Hello,

If possible, please e-mail me your network user id and password today. Also, notify me if there is anything particular to your configuration that I should know about. I will be coming in on Sunday to ensure that our programs and hardware are running correctly after the move.

Thanks!",Woman,White,,Student,Graduate degree
326,55.0,"if i'm a short fuck, then i guess that makes you a short and a FAT fuck.
sorry for ignoring you at the game, do you forgive me? take me to lunch
sometime neighbor","Hey man!

Let's grab lunch soon! So sorry to have not been able to catch up at the game ",Woman,White,,Student,Graduate degree
1246,55.0,"This is my Reliant Energy schedule.  I send this to all the people you see below at least twice a week.  I'm only doing business with them at one point and they are making money off Enron.  But he has agreed to give me a little operational flexibility over the weekends if I need it.  I send them a wire every Thursday, unless its like this week where prices ran up and I had to send it on Wednesday.","Hello,

Attached is my Reliant Energy schedule. I typically send this out to the following people twice a week: XX, YY, ZZ. I have operational flexibility over the weekends as needed. I send a wire every Thursday, unless prices are up, in which case I send it Wednesday. 

best, 
XXX",Woman,White,,Student,Graduate degree
506,55.0,Should this basket of weather swaps be treated special in any way?,"Hello,
Should this basket of weather swaps be treated special in any way? Just let me know.",Woman,White,,Student,Graduate degree
1448,55.0,"You really are taking this serious...strategy?  I say the strategy should be 
to kick some ass.
PL","Hi, 

I'm excited to hear you are taking this seriously! I think we will succeed!

XXX",Woman,White,,Student,Graduate degree
499,55.0,"Sara/ Frank-
do you think we can get the draft of the CSA before you leave for your 
offsite.. Frank- want to discuss you coming up to discuss ISDAs.. in the 
interests of time, its probably best to do a video confo.. I am out next 
week.. the following week??","Hi Sara and Frank,

Do you think it would be possible to get a draft of the CSA prior to leaving for the day?

Frank, are you available in the next few weeks to video chat regarding ISDA's? I am out of the office next week.

Sincerely,
XXX",Woman,White,,Student,Graduate degree
1374,55.0,"i can't deal with this crap.  i'm just not going to care anymore.  how shitty is that.  i know, but i will tell you tomorrow.  whatever.  anyway, how are you doing?","Hello,

I hope this email finds you well! I am looking forward to speaking with you tomorrow, what time suits you the best?

Sincerely, 
XXX",Woman,White,,Student,Graduate degree
217,55.0,How about meeting for lunch on Tues at Ruggles (on Main) at noon?,"Hello,

Would you be available for a lunch meeting on Tuesday at noon at Ruggles on Main?

Best, 
XXX",Woman,White,,Student,Graduate degree
725,55.0,Please disregard the comment regarding the options in my last e-mail.,"Hello,

Please disregard the comment regarding the options in my last e-mail. ",Woman,White,,Student,Graduate degree
262,,"Please let Dan Batista know if you have a current or terminated employee that can fill the position(s) below. Dan can be reached at 3x6609. 
Regards,
Frank","To Whom it May Concern, 
    Please let Dan Batista know of anybody currently employed or terminated that can fill the position(s) below. You can reach Mr. Batista at 3x6609. 

         Regards, 
                Frank",,,,,
1190,,"It's that dude and his buddy who runs the Texaco
Matthew.Lenhart@enron.com wrote:
> i hope it isn't his crack addict driver who was arrested over xmas.",I really hope it isn't his driver that was arrested over Christmas. ,,,,,
195,,"Sheri:
Thanks for the response.  Our next dinner is scheduled for September 25, at
the moment I'm not sure who the other invitees would be.  Jerry would
probably have a better idea as he puts together the guest list for each
event and may already have something in mind.  That's actually another
reason why I think we should leave the call tomorrow on the calendar.
Depending on Mr. Skillings availability/interest Jerry might want to
reconfigure his invitee list for the most appropriate mix of people.
Regards,
Erica Harris","Sheri:
Thanks for the response. Our next dinner is scheduled for September 25, at
the moment I'm not sure who the other invitees would be. Jerry would
probably have a better idea as he puts together the guest list for each
event and may already have something in mind. That's actually another
reason why I think we should leave the call tomorrow on the calendar.
Depending on Mr. Skillings availability/interest Jerry might want to
reconfigure his invitee list for the most appropriate mix of people.
Regards,
Erica Harris",,,,,
716,,"You sound so pitiful.  I haven't forgotten you!
Kay","I remember the conversation vividly. The reason I remember it is because you sounded rather down and out.

Your friend, 
Kay",,,,,
1480,,"Now wait a minute I think your getting in too deep here.  I have always or at least have reserved the right to see other people.  So, don't freak out!  Or I'll spank you!
Paul",I’m sorry but I have always been under the impression that we were not exclusive. I thought there was a mutual agreement that we could see other people. Please try to reevaluate the situation before over reacting. ,,,,,
972,56.0,"jen's dad better buy a bunch of booze.  and the schrutt's better take us 
somewhere nice for the rehersal dinner.  and jen's friends better put out.",I would really like it if Jenn's dad buys a good amount of alcohol. It would be great if the Shrutt's take us somewhere nice for the rehearsal dinner and Jen's friend is there too.,Non-binary,White,,Employed,High school diploma or equivalent
974,56.0,"...no doubt you heard about the special imaging effects in the movie - well, 
it was russell crowe's head on top of my body!!!!...ho ho !
j","The movie I watched had special effect which I am sure that you already heard about. It ended up being Russel Crowe's head on top of my body.

j",Non-binary,White,,Employed,High school diploma or equivalent
